This file was created by CMPT_IND_RETS using the 201708 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
        Cnsmr  Manuf  HiTec  Hlth   Other
201207    596    701    781    447   1129
201208    593    697    774    438   1127
201209    589    695    772    434   1117
201210    583    688    767    433   1108
201211    582    685    759    432   1103
201212    581    678    749    427   1096
201301    576    677    747    425   1094
201302    570    676    744    424   1088
201303    569    675    739    420   1082
201304    565    671    731    419   1076
201305    561    667    727    418   1070
201306    556    665    722    414   1064
201307    576    677    757    456   1104
201308    573    674    751    454   1102
201309    571    672    745    453   1098
201310    567    668    741    447   1096
201311    557    666    734    446   1091
201312    556    664    728    445   1087
201401    554    664    725    440   1083
201402    550    657    721    437   1077
201403    549    653    720    436   1074
201404    547    651    716    435   1070
201405    545    648    715    433   1065
201406    544    647    710    432   1061
201407    570    679    768    534   1117
201408    566    678    767    532   1112
201409    565    677    764    529   1107
201410    561    675    758    528   1103
201411    559    673    755    523   1097
201412    555    671    747    522   1090
201501    552    669    741    519   1086
201502    548    665    736    516   1081
201503    545    662    732    513   1074
201504    544    662    727    510   1067
201505    542    661    722    506   1066
201506    541    657    717    505   1060
201507    554    671    755    595   1125
201508    549    668    752    593   1122
201509    548    660    749    591   1118
201510    545    656    740    586   1107
201511    545    654    736    583   1101
201512    543    650    730    580   1091
201601    540    639    725    578   1083
201602    538    636    718    573   1075
201603    537    631    715    573   1066
201604    531    625    712    572   1064
201605    527    621    702    567   1055
201606    526    619    697    565   1050
201607    541    622    719    616   1094
201608    538    621    713    610   1084
201609    536    615    705    605   1075
201610    532    613    699    600   1072
201611    531    611    688    596   1069
201612    529    609    681    593   1060
201701    528    606    676    592   1058
201702    526    604    671    587   1052
201703    522    602    668    582   1048
201704    520    596    663    579   1041
201705    518    593    660    577   1032
201706    514    590    656    575   1022
201707    526    626    688    616   1094
201708    525    624    681    613   1092


  Average Firm Size
           Cnsmr     Manuf     HiTec     Hlth      Other
192607     38.39     54.81    146.41     25.52     52.19
192608     40.37     56.20    149.03     25.80     53.17
192609     41.34     57.20    152.42     26.73     55.30
192610     42.04     56.66    152.25     26.87     55.21
192611     40.30     55.17    148.76     26.54     53.49
192612     41.62     56.28    153.15     27.81     54.76
192701     42.92     57.68    152.96     27.62     56.14
192702     42.79     57.63    153.61     28.85     57.33
192703     44.81     59.70    159.88     29.16     60.01
192704     45.32     58.51    169.19     29.40     60.97
192705     46.79     57.70    171.48     30.03     61.41
